"player","saves_per100_norm","clean_sheets_per100_norm","outside_area_sweep_norm","passes_under_pressure_norm","passes_15yds_per100_norm","passes_40yds_per100"
"David de Gea",0.695,0.21100000381469727,0.14285714285714285,0.1314655172413793,0.9919999694824219,0.6199324373305496
