Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Jacob Murphy,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,2,29,8,27.6,1.61,0.44,0.07,0.25,22.9,5,0,0,1.2,1.2,0.04,0.8,0.8
Shkodran Mustafi,de GER,DF,Arsenal,28,1992,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,0,2,1,50,0.24,0.12,0,0,25.6,0,0,0,0,0,0.02,0,0
Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,1,16,1,6.3,0.66,0.04,0.06,1,18.8,0,0,0,0.8,0.8,0.05,0.2,0.2
Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,3,18,7,38.9,0.77,0.3,0.17,0.43,17.1,0,0,0,1.4,1.4,0.08,1.6,1.6
Reiss Nelson,eng ENG,FW,Arsenal,20,1999,0.8,0,1,0,0,1.27,0,0,,11.7,0,0,0,0,0,0.05,0,0
Pedro Neto,pt POR,FWMF,Wolves,20,2000,28.3,5,61,21,34.4,2.15,0.74,0.08,0.24,18.8,0,0,0,4.8,4.8,0.08,0.2,0.2
Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,5,64,14,21.9,2.15,0.47,0.03,0.14,25.4,11,3,3,5.1,2.9,0.04,-0.1,-0.9
Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,2,12,5,41.7,2.55,1.06,0.17,0.4,12.5,0,0,0,2.4,2.4,0.2,-0.4,-0.4
Niels Nkounkou,fr FRA,DFFW,Everton,19,2000,0.9,0,1,0,0,1.11,0,0,,26.8,0,0,0,0,0,0.02,0,0
Dan Nlundulu,eng ENG,FW,Southampton,21,1999,1.2,0,1,0,0,0.81,0,0,,9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,0,1,0,0,0.13,0,0,,21,0,0,0,0,0,0.03,0,0
Will Norris,eng ENG,GK,Burnley,26,1993,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,0,11,1,9.1,0.45,0.04,0,0,28.9,2,0,0,0.5,0.5,0.04,-0.5,-0.5
Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,0,4,0,0,0.17,0,0,,11.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,1,15,3,20,1.56,0.31,0.07,0.33,20.5,1,0,0,1.1,1.1,0.07,-0.1,-0.1
Denis Odoi,gh GHA,DF,Fulham,32,1988,3,0,2,1,50,0.67,0.33,0,0,23.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,3,12,4,33.3,0.43,0.14,0.25,0.75,7.2,0,0,0,1.5,1.5,0.12,1.5,1.5
Robin Olsen,se SWE,GK,Everton,30,1990,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,0,6,1,16.7,1.44,0.24,0,0,16.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,0,7,2,28.6,3.39,0.97,0,0,18,0,0,0,1,1,0.14,-1,-1
Ben Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,1,9,4,44.4,0.5,0.22,0.11,0.25,17.9,0,0,0,1.2,1.2,0.14,-0.2,-0.2
Owen Otasowie,us USA,MFFW,Wolves,19,2001,2.1,0,4,0,0,1.93,0,0,,11.5,0,0,0,0.6,0.6,0.14,-0.6,-0.6
Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,26,1993,2.8,1,8,3,37.5,2.85,1.07,0.13,0.33,19.7,0,0,0,0.4,0.4,0.05,0.6,0.6
Emerson Palmieri,it ITA,DF,Chelsea,25,1994,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Thomas Partey,gh GHA,MF,Arsenal,27,1993,17,0,26,4,15.4,1.53,0.23,0,0,25.1,0,0,0,1.3,1.3,0.05,-1.3,-1.3
Rui Patrício,pt POR,GK,Wolves,32,1988,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18,10,48,20,41.7,2.67,1.11,0.19,0.45,15.4,1,1,1,7,6.2,0.13,3,2.8
Matheus Pereira,pt POR,MFFW,West Brom,24,1996,28.6,11,61,24,39.3,2.13,0.84,0.11,0.29,21.6,10,4,4,7.2,4.1,0.07,3.8,2.9
Ricardo Pereira,pt POR,DF,Leicester City,26,1993,10.7,0,7,4,57.1,0.66,0.38,0,0,19.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,14.8,2,31,13,41.9,2.1,0.88,0.06,0.15,16.4,1,0,0,3.2,3.2,0.1,-1.2,-1.2
Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27,1,15,5,33.3,0.56,0.19,0.07,0.2,26.2,3,0,0,0.4,0.4,0.02,0.6,0.6
Matt Phillips,sct SCO,MFFW,West Brom,29,1991,20.3,2,22,9,40.9,1.08,0.44,0.09,0.22,20.2,1,0,0,2.5,2.5,0.11,-0.5,-0.5
Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,1,13,1,7.7,0.8,0.06,0.08,1,9.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Erik Pieters,nl NED,DFMF,Burnley,31,1988,14.1,0,4,3,75,0.28,0.21,0,0,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Daniel Podence,pt POR,MFFW,Wolves,24,1995,18.5,3,32,14,43.8,1.73,0.76,0.09,0.21,16.6,0,0,0,3.1,3.1,0.1,-0.1,-0.1
Paul Pogba,fr FRA,MFFW,Manchester Utd,27,1993,21.1,3,31,11,35.5,1.47,0.52,0.1,0.27,15.4,0,0,0,2.1,2.1,0.07,0.9,0.9
Nick Pope,eng ENG,GK,Burnley,28,1992,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dennis Praet,be BEL,MFFW,Leicester City,26,1994,8,1,8,2,25,1,0.25,0.13,0.5,16.1,0,0,0,0.5,0.5,0.07,0.5,0.5
Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,0,4,2,50,1.69,0.85,0,0,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Christian Pulisic,us USA,FWMF,Chelsea,21,1998,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,13.9,0,0,0,5.4,5.4,0.13,-1.4,-1.4
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jacob Ramsey,eng ENG,MFFW,Aston Villa,19,2001,7,0,11,1,9.1,1.58,0.14,0,0,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Darren Randolph,ie IRL,GK,West Ham,33,1987,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Raphinha,br BRA,MF,Leeds United,23,1996,26.2,6,68,27,39.7,2.59,1.03,0.09,0.22,16.3,4,0,0,6,6,0.09,0,0
Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,11,79,36,45.6,2.43,1.11,0.14,0.31,18.4,5,0,0,9.3,9.3,0.12,1.7,1.7
Tim Ream,us USA,DF,Fulham,32,1987,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nathan Redmond,eng ENG,MFFW,Southampton,26,1994,19.3,2,45,14,31.1,2.33,0.72,0.04,0.14,17.9,0,0,0,3.3,3.3,0.07,-1.3,-1.3
Harrison Reed,eng ENG,MF,Fulham,25,1995,25,0,13,4,30.8,0.52,0.16,0,0,25.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3
Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,0,21,4,19,0.84,0.16,0,0,18.3,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Bobby Reid,jm JAM,MFDF,Fulham,27,1993,26.4,5,34,8,23.5,1.29,0.3,0.15,0.63,16.8,1,0,0,4.8,4.8,0.14,0.2,0.2
Declan Rice,eng ENG,MF,West Ham,21,1999,32,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3,1.5,0.06,-1,-0.5
Lewis Richardson,eng ENG,FWMF,Burnley,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Richarlison,br BRA,FW,Everton,23,1997,31.8,7,82,32,39,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7
Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,2,8,2,25,0.4,0.1,0.25,1,19.6,0,0,0,0.7,0.7,0.08,1.3,1.3
Matt Ritchie,sct SCO,DFMF,Newcastle Utd,30,1989,15,0,11,1,9.1,0.73,0.07,0,0,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Tyler Roberts,wls WAL,MFFW,Leeds United,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19,0,0,0,2.1,2.1,0.08,-1.1,-1.1
Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.2,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Antonee Robinson,us USA,DF,Fulham,22,1997,24,0,11,4,36.4,0.46,0.17,0,0,19,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Callum Robinson,ie IRL,FWMF,West Brom,25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0,0,0,3.1,3.1,0.1,1.9,1.9
Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,0,5,0,0,0.51,0,0,,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Hal Robson-Kanu,wls WAL,FWMF,West Brom,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0,0,0,1.5,1.5,0.11,0.5,0.5
Marek Rodák,sk SVK,GK,Fulham,23,1996,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rodri,es ESP,MF,Manchester City,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0,1,1,2.5,1.7,0.06,-0.5,-0.7
Rodrigo,es ESP,MFFW,Leeds United,29,1991,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,0.7,0.7
James Rodríguez,co COL,FWMF,Everton,29,1991,19.6,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4,0,0,3.4,3.4,0.09,2.6,2.6
Jay Rodriguez,eng ENG,FWMF,Burnley,31,1989,14.1,1,30,9,30,2.13,0.64,0.03,0.11,17.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6
Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,24,0,0,0,0.4,0.4,0.03,0.6,0.6
John Ruddy,eng ENG,GK,Wolves,33,1986,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Mathew Ryan,au AUS,GK,Arsenal,28,1992,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mathew Ryan,au AUS,GK,Brighton,28,1992,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23,1997,17.3,3,30,12,40,1.73,0.69,0.1,0.25,19.8,0,0,0,2.6,2.6,0.09,0.4,0.4
Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,3,30,12,40,1.12,0.45,0.1,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5
Bukayo Saka,eng ENG,FWDF,Arsenal,18,2001,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9
Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,0,1,0,0,0.33,0,0,,12,0,0,0,0,0,0.02,0,0
Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,1.1,-0.4
Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,0,4,1,25,0.43,0.11,0,0,11.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,0,6,0,0,0.36,0,0,,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1
Robert Sánchez,es ESP,GK,Brighton,22,1997,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,0,2,0,0,0.61,0,0,,27,0,0,0,0,0,0.01,0,0
Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,0,4,0,0,0.24,0,0,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,13.8,1,10,4,40,0.72,0.29,0,0,28.4,3,1,1,1.2,0.4,0.04,-0.2,-0.4
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,13.4,0,0,0,1.6,1.6,0.09,0.4,0.4
Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nélson Semedo,pt POR,DF,Wolves,26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,20.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Femi Seriki,eng ENG,DF,Sheffield Utd,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jamie Shackleton,eng ENG,MFDF,Leeds United,20,1999,5.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Xherdan Shaqiri,ch SUI,MFFW,Liverpool,28,1991,6.2,0,11,0,0,1.78,0,0,,21.8,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,8.2,3,7,3,42.9,0.86,0.37,0.14,0.33,15.3,0,2,2,2.7,1.2,0.17,0.3,-0.2
Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,1,11,6,54.5,0.37,0.2,0.09,0.17,18.1,0,0,0,0.7,0.7,0.06,0.3,0.3
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,1,42,9,21.4,1.44,0.31,0.02,0.11,23.2,11,0,0,2.5,2.5,0.06,-1.5,-1.5
Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Gylfi Sigurðsson,is ISL,MF,Everton,30,1989,25,6,45,12,26.7,1.8,0.48,0.07,0.25,21.3,7,3,4,6.8,3.7,0.08,-0.8,-0.7
Bernardo Silva,pt POR,MFFW,Manchester City,25,1994,22.9,2,28,13,46.4,1.22,0.57,0.07,0.15,14.7,0,0,0,2.8,2.8,0.1,-0.8,-0.8
Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,4,46,16,34.8,3.02,1.05,0.07,0.19,12.9,0,1,1,6,5.3,0.11,-2,-2.3
Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,2,13,4,30.8,0.6,0.19,0.15,0.5,8,0,0,0,1.1,1.1,0.09,0.9,0.9
Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,0,3,1,33.3,0.17,0.06,0,0,13.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,0,1,0,0,4.5,0,0,,11,0,0,0,0,0,0.04,0,0
William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,0,1,1,100,0.52,0.52,0,0,19.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Emile Smith Rowe,eng ENG,MFFW,Arsenal,20,2000,16,2,13,4,30.8,0.81,0.25,0.15,0.5,16.8,0,0,0,2,2,0.15,0,0
Robert Snodgrass,sct SCO,FWDF,West Ham,32,1987,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Robert Snodgrass,sct SCO,MFFW,West Brom,32,1987,5.8,0,4,1,25,0.68,0.17,0,0,17.6,1,0,0,0.2,0.2,0.05,-0.2,-0.2
Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,0,7,2,28.6,0.84,0.24,0,0,24.5,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Tomáš Souček,cz CZE,MF,West Ham,25,1995,38,10,64,23,35.9,1.68,0.61,0.16,0.43,11.4,0,0,0,9.2,9.2,0.15,0.8,0.8
Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,1,9,3,33.3,0.45,0.15,0.11,0.33,10.2,0,0,0,0.5,0.5,0.06,0.5,0.5
Zack Steffen,us USA,GK,Manchester City,25,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,0,4,0,0,1.38,0,0,,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,0,6,2,33.3,0.35,0.12,0,0,8.2,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Raheem Sterling,eng ENG,FW,Manchester City,25,1994,28.2,10,67,28,41.8,2.38,0.99,0.15,0.36,14.4,3,0,1,12.2,11.4,0.17,-2.2,-1.4
Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30,0,16,4,25,0.53,0.13,0,0,18.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
John Stones,eng ENG,DF,Manchester City,26,1994,21.5,4,15,5,33.3,0.7,0.23,0.27,0.8,12.8,0,0,0,2.2,2.2,0.15,1.8,1.8
Pascal Struijk,nl NED,DFMF,Leeds United,20,1999,23.1,1,14,4,28.6,0.61,0.17,0.07,0.25,9,0,0,0,2.4,2.4,0.17,-1.4,-1.4
Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,0,2,0,0,0.37,0,0,,5.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,0,6,2,33.3,0.16,0.05,0,0,20.8,1,0,0,0.2,0.2,0.04,-0.2,-0.2
James Tarkowski,eng ENG,DF,Burnley,27,1992,36,1,22,6,27.3,0.61,0.17,0.05,0.17,8.3,0,0,0,2.6,2.6,0.12,-1.6,-1.6
Percy Tau,za RSA,FWMF,Brighton,26,1994,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sidnei Tavares,pt POR,MF,Leicester City,18,2001,0.9,0,1,1,100,1.06,1.06,0,0,22,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Charlie Taylor,eng ENG,DF,Burnley,26,1993,27,0,3,2,66.7,0.11,0.07,0,0,25,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Neil Taylor,wls WAL,DF,Aston Villa,31,1989,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nathan Tella,eng ENG,FWMF,Southampton,21,1999,8.3,1,15,7,46.7,1.81,0.85,0.07,0.14,18,0,0,0,1.8,1.8,0.12,-0.8,-0.8
Alex Telles,br BRA,DF,Manchester Utd,27,1992,7.7,0,5,1,20,0.65,0.13,0,0,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kenny Tete,nl NED,DF,Fulham,24,1995,16.5,0,7,2,28.6,0.43,0.12,0,0,18.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
William Thomas Fish,eng ENG,DF,Manchester Utd,17,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luke Thomas,eng ENG,DF,Leicester City,19,2001,10.8,1,8,3,37.5,0.74,0.28,0.13,0.33,13.1,0,0,0,0.3,0.3,0.04,0.7,0.7
Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,6,47,18,38.3,1.26,0.48,0.09,0.22,22.1,4,2,2,4.5,3,0.06,1.5,1
Kieran Tierney,sct SCO,DF,Arsenal,23,1997,25.5,1,15,3,20,0.59,0.12,0.07,0.33,24.3,0,0,0,0.4,0.4,0.03,0.6,0.6
James Tomkins,eng ENG,DF,Crystal Palace,31,1989,6.1,0,2,0,0,0.33,0,0,,7.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ferrán Torres,es ESP,FWMF,Manchester City,20,2000,14.5,7,36,14,38.9,2.48,0.96,0.19,0.5,15,0,0,0,5.4,5.4,0.15,1.6,1.6
Cenk Tosun,tr TUR,FW,Everton,29,1991,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Andros Townsend,eng ENG,MFFW,Crystal Palace,29,1991,25.1,1,36,11,30.6,1.43,0.44,0.03,0.09,21.9,4,0,0,2.3,2.3,0.06,-1.3,-1.3
Conor Townsend,eng ENG,DF,West Brom,27,1993,24.8,0,11,4,36.4,0.44,0.16,0,0,17.7,2,0,0,1,1,0.09,-1,-1
Adama Traoré,es ESP,FW,Wolves,24,1996,29.4,2,43,13,30.2,1.46,0.44,0.05,0.15,19.3,0,0,0,2.2,2.2,0.05,-0.2,-0.2
Bertrand Traoré,bf BFA,FW,Aston Villa,24,1995,25.7,7,65,23,35.4,2.52,0.89,0.11,0.3,16.2,2,0,0,6.4,6.4,0.1,0.6,0.6
Trézéguet,eg EGY,FW,Aston Villa,25,1994,13,2,35,12,34.3,2.7,0.93,0.06,0.17,13.9,0,0,0,3.8,3.8,0.12,-1.8,-1.8
Leandro Trossard,be BEL,FWMF,Brighton,25,1994,29,5,58,23,39.7,2,0.79,0.09,0.22,17.6,2,0,0,5.1,5.1,0.09,-0.1,-0.1
Kostas Tsimikas,gr GRE,DFFW,Liverpool,24,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Axel Tuanzebe,eng ENG,DF,Manchester Utd,22,1997,4.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Cengiz Ünder,tr TUR,MFFW,Leicester City,23,1997,3.1,0,10,2,20,3.2,0.64,0,0,23.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Yan Valery,fr FRA,DFMF,Southampton,21,1999,1.1,0,2,0,0,1.75,0,0,,25.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Virgil van Dijk,nl NED,DF,Liverpool,29,1991,4.1,1,4,2,50,0.97,0.49,0.25,0.5,13.5,0,0,0,0.3,0.3,0.08,0.7,0.7
Jamie Vardy,eng ENG,FW,Leicester City,33,1987,31.6,15,73,27,37,2.31,0.86,0.1,0.26,14.1,0,8,9,19.7,12.8,0.18,-4.7,-5.8
Joël Veltman,nl NED,DF,Brighton,28,1992,25.3,1,14,4,28.6,0.55,0.16,0.07,0.25,15.6,0,0,0,1.4,1.4,0.1,-0.4,-0.4
Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,28.6,3,21,8,38.1,0.73,0.28,0.14,0.38,10.3,0,0,0,2.1,2.1,0.1,0.9,0.9
Rúben Vinagre,pt POR,DF,Wolves,21,1999,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Carlos Vinícius,br BRA,FW,Tottenham,25,1995,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,10.9,0,0,0,1.4,1.4,0.2,-0.4,-0.4
João Virgínia,pt POR,GK,Everton,20,1999,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Vitinha,pt POR,MF,Wolves,20,2000,5.8,0,9,4,44.4,1.56,0.69,0,0,21.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Jake Vokins,eng ENG,DF,Southampton,20,2000,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Matěj Vydra,cz CZE,FW,Burnley,28,1992,15.2,3,35,9,25.7,2.3,0.59,0.09,0.33,13.3,0,0,0,6.1,6.1,0.17,-3.1,-3.1
Theo Walcott,eng ENG,MFFW,Southampton,31,1989,18,3,30,11,36.7,1.67,0.61,0.1,0.27,19.8,0,0,0,3,3,0.1,0,0
Theo Walcott,eng ENG,FW,Everton,31,1989,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kyle Walker,eng ENG,DF,Manchester City,30,1990,21.6,1,10,3,30,0.46,0.14,0.1,0.33,28.4,0,0,0,0.2,0.2,0.02,0.8,0.8
Kyle Walker-Peters,eng ENG,DF,Southampton,23,1997,29.4,0,19,7,36.8,0.65,0.24,0,0,18,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,22,1997,34,2,8,4,50,0.24,0.12,0.25,0.5,15.5,0,0,0,0.9,0.9,0.11,1.1,1.1
Joel Ward,eng ENG,DF,Crystal Palace,30,1989,25.1,0,2,1,50,0.08,0.04,0,0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38,8,39,18,46.2,1.03,0.47,0.13,0.28,25.4,20,3,4,5.3,2.2,0.06,2.7,2.8
Ollie Watkins,eng ENG,FW,Aston Villa,24,1995,37,14,98,45,45.9,2.65,1.22,0.13,0.29,13,0,1,2,16,14.5,0.15,-2,-1.5
Caleb Watts,au AUS,MFFW,Southampton,18,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Adam Webster,eng ENG,DF,Brighton,25,1995,28.8,1,24,6,25,0.83,0.21,0.04,0.17,12.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Danny Welbeck,eng ENG,FW,Brighton,29,1990,17.2,6,33,14,42.4,1.92,0.82,0.18,0.43,12.4,0,0,1,6.8,6,0.19,-0.8,0
Timo Werner,de GER,FW,Chelsea,24,1996,28.9,6,80,31,38.8,2.77,1.07,0.08,0.19,13.8,0,0,0,11.9,11.9,0.15,-5.9,-5.9
